title;km;price;features;car_location;car_city;url;image_link
Audi A1 Sportback 2014 #181549 ; 128000 KM ; Precio: $280999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '181549 '};Kavak Midtown Guadalajara;Guadalajara;https://www.kavak.com/mx/audi-a1-sportback-hatch-back-ego-2014-compra-de-autos-181549;https://images.kavak.services/images/181549/EXTERIOR-frontSidePilotNear-1649438527146.jpeg?d=540x310
Mazda Cx-3 2017 #164461 ; 47200 KM ; Precio: $321999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '5.7', 'Stock ID': '164461 '};Kavak Patio Santa Fe;Ciudad de México;https://www.kavak.com/mx/mazda-cx-3-i-sport-2017-compra-de-autos-164461;https://images.kavak.services/images/164461/EXTERIOR-frontSidePilotNear-16432719542014.jpg?d=540x310
Mazda CX-9 2015 #164456 ; 108805 KM ; Precio: $340999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '8.6', 'Stock ID': '164456 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/mazda-cx-9-grand-touring-2015-compra-de-autos-164456;https://images.kavak.services/images/164456/EXTERIOR-frontSidePilotNear-16440116506606.jpg?d=540x310
Mercedes Benz Clase Gla 2015 #164417 ; 102620 KM ; Precio: $370999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '164417 '};Online Puebla;Puebla;https://www.kavak.com/mx/mercedes-benz-clase-gla-gla-200-cgi-sport-2015-compra-de-autos-164417;https://images.kavak.services/images/164417/EXTERIOR-frontSidePilotNear-1643211476804.jpeg?d=540x310
Renault Stepway 2018 #164414 ; 67590 KM ; Precio: $197999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Consumo de Gasolina': '6', 'Stock ID': '164414 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/renault-stepway-hatch-back-stepway-zen-2018-compra-de-autos-164414;https://images.kavak.services/images/164414/EXTERIOR-frontSidePilotNear-16437575110899.jpg?d=540x310
Renault Koleos 2016 #164355 ; 79349 KM ; Precio: $284999;{' Consumo de Gasolina': '8.6', 'Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '164355 '};Kavak Patio Santa Fe;Ciudad de México;https://www.kavak.com/mx/renault-koleos-privilege-2016-compra-de-autos-164355;https://images.kavak.services/images/164355/EXTERIOR-frontSidePilotNear-16448656010608.jpg?d=540x310
Chrysler Pacifica 2019 #164350 ; 56200 KM ; Precio: $656999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '10.8', 'Stock ID': '164350 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/chrysler-pacifica-limited-2019-compra-de-autos-164350;https://images.kavak.services/images/164350/EXTERIOR-frontSidePilotNear-16438878972881.jpg?d=540x310
Fiat 500 2016 #181698 ; 32500 KM ; Precio: $270999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '181698 '};Kavak Midtown Guadalajara;Guadalajara;https://www.kavak.com/mx/fiat-500-hatch-back-l-trekking-2016-compra-de-autos-181698;https://images.kavak.services/images/181698/EXTERIOR-frontSidePilotNear-1649112132500.jpeg?d=540x310
Renault Duster 2018 #164345 ; 37296 KM ; Precio: $259999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '6.8', 'Stock ID': '164345 '};Online Querétaro;Querétaro;https://www.kavak.com/mx/renault-duster-intens-2018-compra-de-autos-164345;https://images.kavak.services/images/164345/EXTERIOR-frontSidePilotNear-1643909387536.jpeg?d=540x310
Nissan X Trail 2017 #164340 ; 97300 KM ; Precio: $311999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '8', 'Stock ID': '164340 '};Kavak Plaza Fortuna;Ciudad de México;https://www.kavak.com/mx/nissan-x-trail-sense-2017-compra-de-autos-164340;https://images.kavak.services/images/164340/EXTERIOR-frontSidePilotNear-16432819251180.jpg?d=540x310
Hyundai Elantra 2017 #164338 ; 62330 KM ; Precio: $231999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '6.3', 'Stock ID': '164338 '};Kavak El Rosario Town Center;Ciudad de México;https://www.kavak.com/mx/hyundai-elantra-gls-2017-compra-de-autos-164338;https://images.kavak.services/images/164338/EXTERIOR-frontSidePilotNear-16436515746756.jpg?d=540x310
Volkswagen Polo 2020 #164334 ; 30000 KM ; Precio: $287999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '164334 '};Kavak Plaza Fortuna;Ciudad de México;https://www.kavak.com/mx/volkswagen-polo-hatch-back-sound-2020-compra-de-autos-164334;https://images.kavak.services/images/164334/EXTERIOR-frontSidePilotNear-16430428982627.jpg?d=540x310
Ford Figo 2018 #164331 ; 90500 KM ; Precio: $165999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '5.1', 'Stock ID': '164331 '};Kavak Midtown Guadalajara;Guadalajara;https://www.kavak.com/mx/ford-figo-energy-2018-compra-de-autos-164331;https://images.kavak.services/images/164331/EXTERIOR-frontSidePilotNear-1645648956213.jpeg?d=540x310
Nissan Sentra 2018 #164330 ; 52700 KM ; Precio: $228999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '5.6', 'Stock ID': '164330 '};Online CDMX;Ciudad de México;https://www.kavak.com/mx/nissan-sentra-sense-2018-compra-de-autos-164330;https://images.kavak.services/images/164330/EXTERIOR-frontSidePilotNear-16432758520848.jpg?d=540x310
Honda City 2017 #164328 ; 62384 KM ; Precio: $249999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '164328 '};Kavak Forum Cuernavaca;Cuernavaca;https://www.kavak.com/mx/honda-city-ex-2017-compra-de-autos-164328;https://images.kavak.services/images/164328/EXTERIOR-frontSidePilotNear-1643382434386.jpeg?d=540x310
Kia Sportage 2017 #164326 ; 77260 KM ; Precio: $406999;{' Tracción': '4x4', 'Transmisión': 'Automática', 'Consumo de Gasolina': '7.2', 'Stock ID': '164326 '};Online Puebla;Puebla;https://www.kavak.com/mx/kia-sportage-sxl-4x4-2017-compra-de-autos-164326;https://images.kavak.services/images/164326/EXTERIOR-frontSidePilotNear-1643131814395.jpeg?d=540x310
Kia Rio 2018 #181724 ; 93300 KM ; Precio: $221999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '181724 '};Kavak Midtown Guadalajara;Guadalajara;https://www.kavak.com/mx/kia-rio-l-2018-compra-de-autos-181724;https://images.kavak.services/images/181724/EXTERIOR-frontSidePilotNear-1648918892324.jpeg?d=540x310
Mercedes Benz Clase Glc 2018 #164320 ; 62600 KM ; Precio: $884999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '164320 '};Kavak Midtown Guadalajara;Guadalajara;https://www.kavak.com/mx/mercedes-benz-clase-glc-glc-43-amg-2018-compra-de-autos-164320;https://images.kavak.services/images/164320/EXTERIOR-frontSidePilotNear-1643410398248.jpeg?d=540x310
Mazda Mazda 2 2018 #164319 ; 76343 KM ; Precio: $236999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '164319 '};Online Querétaro;Querétaro;https://www.kavak.com/mx/mazda-mazda-2-hatch-back-i-touring-2018-compra-de-autos-164319;https://images.kavak.services/images/164319/EXTERIOR-frontSidePilotNear-1655330441325.jpeg?d=540x310
Hyundai Creta 2018 #181743 ; 73000 KM ; Precio: $306999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '181743 '};Kavak Midtown Guadalajara;Guadalajara;https://www.kavak.com/mx/hyundai-creta-gls-2018-compra-de-autos-181743;https://images.kavak.services/images/181743/EXTERIOR-frontSidePilotNear-1649179593576.jpeg?d=540x310
Volkswagen Jetta A7 2019 #164317 ; 37200 KM ; Precio: $425999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '5.4', 'Stock ID': '164317 '};Kavak Punto Sur;Guadalajara;https://www.kavak.com/mx/volkswagen-jetta-a7-highline-2019-compra-de-autos-164317;https://images.kavak.services/images/164317/EXTERIOR-frontSidePilotNear-1643220657101.jpeg?d=540x310
Kia Rio 2018 #164314 ; 67200 KM ; Precio: $262999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Consumo de Gasolina': '6', 'Stock ID': '164314 '};Online Puebla;Puebla;https://www.kavak.com/mx/kia-rio-hb-ex-2018-compra-de-autos-164314;https://images.kavak.services/images/164314/EXTERIOR-frontSidePilotNear-1643327009487.jpeg?d=540x310
Mazda MX-5 2017 #164312 ; 38715 KM ; Precio: $391999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '5.8', 'Stock ID': '164312 '};Kavak Patio Santa Fe;Ciudad de México;https://www.kavak.com/mx/mazda-mx-5-grand-touring-2017-compra-de-autos-164312;https://images.kavak.services/images/164312/EXTERIOR-frontSidePilotNear-16432232570479.jpg?d=540x310
Nissan Sentra 2018 #164308 ; 49022 KM ; Precio: $255999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '5.2', 'Stock ID': '164308 '};Kavak Lerma;Ciudad de México;https://www.kavak.com/mx/nissan-sentra-advance-2018-compra-de-autos-164308;https://images.kavak.services/images/164308/EXTERIOR-frontSidePilotNear-16434133518931.jpg?d=540x310
Chevrolet Spark 2019 #164305 ; 9000 KM ; Precio: $239999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '164305 '};Kavak Midtown Guadalajara;Guadalajara;https://www.kavak.com/mx/chevrolet-spark-hatch-back-active-cambio-de-linea-2019-compra-de-autos-164305;https://images.kavak.services/images/164305/EXTERIOR-frontSidePilotNear-1643130633583.jpeg?d=540x310
Fiat Mobi 2018 #181827 ; 60000 KM ; Precio: $182999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '181827 '};Kavak Midtown Guadalajara;Guadalajara;https://www.kavak.com/mx/fiat-mobi-hatch-back-like-2018-compra-de-autos-181827;https://images.kavak.services/images/181827/EXTERIOR-frontSidePilotNear-1650301722589.jpeg?d=540x310
Kia Sportage 2018 #164295 ; 24000 KM ; Precio: $392999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '7', 'Stock ID': '164295 '};Kavak Midtown Guadalajara;Guadalajara;https://www.kavak.com/mx/kia-sportage-ex-2018-compra-de-autos-164295;https://images.kavak.services/images/164295/EXTERIOR-frontSidePilotNear-1643148802302.jpeg?d=540x310
Kia Rio 2017 #164293 ; 84450 KM ; Precio: $236999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '6', 'Stock ID': '164293 '};Kavak Punto Sur;Guadalajara;https://www.kavak.com/mx/kia-rio-hb-ex-2017-compra-de-autos-164293;https://images.kavak.services/images/164293/EXTERIOR-frontSidePilotNear-16437331464937.jpg?d=540x310
Nissan Versa 2016 #164291 ; 102700 KM ; Precio: $182999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '5.7', 'Stock ID': '164291 '};Kavak Punto Sur;Guadalajara;https://www.kavak.com/mx/nissan-versa-advance-2016-compra-de-autos-164291;https://images.kavak.services/images/164291/EXTERIOR-frontSidePilotNear-1643292428753.jpeg?d=540x310
Mazda CX-5 2016 #164290 ; 92000 KM ; Precio: $298999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '5.9', 'Stock ID': '164290 '};Kavak Forum Cuernavaca;Cuernavaca;https://www.kavak.com/mx/mazda-cx-5-i-2016-compra-de-autos-164290;https://images.kavak.services/images/164290/EXTERIOR-frontSidePilotNear-16431773857374.jpg?d=540x310
Seat Toledo 2018 #164289 ; 85000 KM ; Precio: $280999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '4.6', 'Stock ID': '164289 '};Online CDMX;Ciudad de México;https://www.kavak.com/mx/seat-toledo-fr-line-2018-compra-de-autos-164289;https://images.kavak.services/images/164289/EXTERIOR-frontSidePilotNear-16432222018066.jpg?d=540x310
Mazda Cx-3 2018 #164288 ; 76360 KM ; Precio: $314999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '5.7', 'Stock ID': '164288 '};Online Puebla;Puebla;https://www.kavak.com/mx/mazda-cx-3-i-sport-2018-compra-de-autos-164288;https://images.kavak.services/images/164288/EXTERIOR-frontSidePilotNear-1643496221001.jpeg?d=540x310
Chevrolet Onix 2021 #164284 ; 28230 KM ; Precio: $324999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '164284 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/chevrolet-onix-premier-l-2021-compra-de-autos-164284;https://images.kavak.services/images/164284/EXTERIOR-frontSidePilotNear-16434090855098.jpg?d=540x310
Mazda MX-5 2021 #181838 ; 2800 KM ; Precio: $554999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '181838 '};Kavak Midtown Guadalajara;Guadalajara;https://www.kavak.com/mx/mazda-mx-5-grand-touring-rf-2021-compra-de-autos-181838;https://images.kavak.services/images/181838/EXTERIOR-frontSidePilotNear-1648746468588.jpeg?d=540x310
Volkswagen Vento 2017 #164282 ; 116165 KM ; Precio: $199999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '6.4', 'Stock ID': '164282 '};Kavak El Rosario Town Center;Ciudad de México;https://www.kavak.com/mx/volkswagen-vento-highline-2017-compra-de-autos-164282;https://images.kavak.services/images/164282/EXTERIOR-frontSidePilotNear-1645125161817.jpeg?d=540x310
Audi A6 2012 #164274 ; 83518 KM ; Precio: $267999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '164274 '};Kavak Plaza Fortuna;Ciudad de México;https://www.kavak.com/mx/audi-a6-elite-28i-2012-compra-de-autos-164274;https://images.kavak.services/images/164274/EXTERIOR-frontSidePilotDistance-16433542291057.jpg?d=540x310
Nissan Kicks 2017 #164271 ; 73100 KM ; Precio: $282999;{' Tracción': '4x2', 'Consumo de Gasolina': '5.3', 'Transmisión': 'Automática', 'Stock ID': '164271 '};Kavak El Rosario Town Center;Ciudad de México;https://www.kavak.com/mx/nissan-kicks-advance-2017-compra-de-autos-164271;https://images.kavak.services/images/164271/EXTERIOR-frontSidePilotNear-16445157929308.jpg?d=540x310
Toyota Corolla 2016 #164270 ; 99560 KM ; Precio: $260999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '9.4', 'Stock ID': '164270 '};Online Puebla;Puebla;https://www.kavak.com/mx/toyota-corolla-s-2016-compra-de-autos-164270;https://images.kavak.services/images/164270/EXTERIOR-frontSidePilotNear-1643227188520.jpeg?d=540x310
Volkswagen Jetta A6 2017 #164269 ; 76040 KM ; Precio: $286999;{' Consumo de Gasolina': '7', 'Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '164269 '};Kavak Plaza Fortuna;Ciudad de México;https://www.kavak.com/mx/volkswagen-jetta-a6-sportline-2017-compra-de-autos-164269;https://images.kavak.services/images/164269/EXTERIOR-frontSidePilotNear-1648251363691.jpeg?d=540x310
Volkswagen Jetta A6 2016 #164265 ; 113300 KM ; Precio: $252999;{' Tracción': '4x2', 'Consumo de Gasolina': '8.1', 'Transmisión': 'Automática', 'Stock ID': '164265 '};Kavak Midtown Guadalajara;Guadalajara;https://www.kavak.com/mx/volkswagen-jetta-a6-sportline-2016-compra-de-autos-164265;https://images.kavak.services/images/164265/EXTERIOR-frontSidePilotNear-1646087098473.jpeg?d=540x310
Volkswagen Golf A7 2019 #164264 ; 58680 KM ; Precio: $400999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '164264 '};Online CDMX;Ciudad de México;https://www.kavak.com/mx/volkswagen-golf-a7-hatch-back-comfortline-14t-2019-compra-de-autos-164264;https://images.kavak.services/images/164264/EXTERIOR-frontSidePilotNear-16435481054576.jpg?d=540x310
Kia Sportage 2016 #164259 ; 47200 KM ; Precio: $301999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '7', 'Stock ID': '164259 '};Kavak Patio Santa Fe;Ciudad de México;https://www.kavak.com/mx/kia-sportage-ex-linea-anterior-2016-compra-de-autos-164259;https://images.kavak.services/images/164259/EXTERIOR-frontSidePilotNear-16431813108649.jpg?d=540x310
Audi A1 2018 #164258 ; 46000 KM ; Precio: $346999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '5.3', 'Stock ID': '164258 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/audi-a1-hatch-back-cool-2018-compra-de-autos-164258;https://images.kavak.services/images/164258/EXTERIOR-frontSidePilotNear-1643994678358.jpeg?d=540x310
Mitsubishi L200 2017 #164257 ; 115452 KM ; Precio: $335999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '9.6', 'Stock ID': '164257 '};Kavak Puerta la Victoria;Querétaro;https://www.kavak.com/mx/mitsubishi-l200-cabina-doble-2017-compra-de-autos-164257;https://images.kavak.services/images/164257/EXTERIOR-frontSidePilotNear-1644617427684.jpeg?d=540x310
Volkswagen Gol 2018 #181842 ; 73300 KM ; Precio: $175999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '181842 '};Kavak Midtown Guadalajara;Guadalajara;https://www.kavak.com/mx/volkswagen-gol-hatch-back-trendline-2018-compra-de-autos-181842;https://images.kavak.services/images/181842/EXTERIOR-frontSidePilotNear-1649456077498.jpeg?d=540x310
Honda City 2016 #164253 ; 119070 KM ; Precio: $208999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '164253 '};Kavak Plaza Fortuna;Ciudad de México;https://www.kavak.com/mx/honda-city-ex-2016-compra-de-autos-164253;https://images.kavak.services/images/164253/EXTERIOR-frontSidePilotNear-1649670356446.jpeg?d=540x310
Mazda CX-5 2016 #164249 ; 79132 KM ; Precio: $340999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '7.5', 'Stock ID': '164249 '};Kavak Cosmopol;Ciudad de México;https://www.kavak.com/mx/mazda-cx-5-s-grand-touring-2016-compra-de-autos-164249;https://images.kavak.services/images/164249/EXTERIOR-frontSidePilotNear-16432302699630.jpg?d=540x310
Bmw X3 2016 #164248 ; 98040 KM ; Precio: $472999;{' Transmisión': 'Automática', 'Tracción': '4x4', 'Consumo de Gasolina': '9.3', 'Stock ID': '164248 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/bmw-x3-28i-x-line-2016-compra-de-autos-164248;https://images.kavak.services/images/164248/EXTERIOR-frontSidePilotNear-1643404754253.jpeg?d=540x310
Nissan Sentra 2018 #182046 ; 56300 KM ; Precio: $243999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Stock ID': '182046 '};Kavak Midtown Guadalajara;Guadalajara;https://www.kavak.com/mx/nissan-sentra-sense-2018-compra-de-autos-182046;https://images.kavak.services/images/182046/EXTERIOR-frontSidePilotNear-1648827265172.jpeg?d=540x310
Dodge Neon 2020 #164244 ; 25300 KM ; Precio: $223999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Stock ID': '164244 '};Kavak Patio Santa Fe;Ciudad de México;https://www.kavak.com/mx/dodge-neon-se-2020-compra-de-autos-164244;https://images.kavak.services/images/164244/EXTERIOR-frontSidePilotNear-16449969397619.jpg?d=540x310
Kia Rio 2018 #164242 ; 35325 KM ; Precio: $228999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '6', 'Stock ID': '164242 '};Kavak Cosmopol;Ciudad de México;https://www.kavak.com/mx/kia-rio-lx-2018-compra-de-autos-164242;https://images.kavak.services/images/164242/EXTERIOR-frontSidePilotNear-16432969054914.jpg?d=540x310
Volkswagen Golf A7 2016 #164241 ; 110900 KM ; Precio: $288999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '164241 '};Kavak Lerma;Ciudad de México;https://www.kavak.com/mx/volkswagen-golf-a7-hatch-back-comfortline-14t-2016-compra-de-autos-164241;https://images.kavak.services/images/164241/EXTERIOR-frontSidePilotNear-16439620568813.jpg?d=540x310
Kia Forte 2017 #164239 ; 109260 KM ; Precio: $211999;{' Consumo de Gasolina': '6.4', 'Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '164239 '};Online Querétaro;Querétaro;https://www.kavak.com/mx/kia-forte-lx-2017-compra-de-autos-164239;https://images.kavak.services/images/164239/EXTERIOR-frontSidePilotNear-1645813127345.jpeg?d=540x310
Chevrolet Trax 2016 #164234 ; 98400 KM ; Precio: $248999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '6.7', 'Stock ID': '164234 '};Kavak Patio Santa Fe;Ciudad de México;https://www.kavak.com/mx/chevrolet-trax-lt-linea-anterior-2016-compra-de-autos-164234;https://images.kavak.services/images/164234/EXTERIOR-frontSidePilotNear-16443364861119.jpg?d=540x310
Nissan Juke 2015 #164233 ; 81000 KM ; Precio: $235999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '6', 'Stock ID': '164233 '};Kavak Plaza Fortuna;Ciudad de México;https://www.kavak.com/mx/nissan-juke-advance-2015-compra-de-autos-164233;https://images.kavak.services/images/164233/EXTERIOR-frontSidePilotNear-1645727678445.jpeg?d=540x310
Honda CR-V 2017 #164229 ; 122000 KM ; Precio: $392999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '7.4', 'Stock ID': '164229 '};Kavak Plaza Fortuna;Ciudad de México;https://www.kavak.com/mx/honda-cr-v-turbo-plus-2017-compra-de-autos-164229;https://images.kavak.services/images/164229/EXTERIOR-frontSidePilotNear-1643644600798.jpeg?d=540x310
Honda Hr-V 2016 #164225 ; 84600 KM ; Precio: $295999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '164225 '};Kavak Lerma;Ciudad de México;https://www.kavak.com/mx/honda-hr-v-epic-2016-compra-de-autos-164225;https://images.kavak.services/images/164225/EXTERIOR-frontSidePilotNear-16432633754996.jpg?d=540x310
Ford Focus 2016 #164224 ; 77230 KM ; Precio: $261999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '5.6', 'Stock ID': '164224 '};Online Puebla;Puebla;https://www.kavak.com/mx/ford-focus-titanium-2016-compra-de-autos-164224;https://images.kavak.services/images/164224/EXTERIOR-frontSidePilotNear-1643211714135.jpeg?d=540x310
Mazda CX-5 2015 #164222 ; 112400 KM ; Precio: $278999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '5.9', 'Stock ID': '164222 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/mazda-cx-5-i-2015-compra-de-autos-164222;https://images.kavak.services/images/164222/EXTERIOR-frontSidePilotNear-16438757812653.jpg?d=540x310
Mercedes Benz Clase Cla 2017 #164220 ; 51140 KM ; Precio: $403999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Stock ID': '164220 '};Online Puebla;Puebla;https://www.kavak.com/mx/mercedes-benz-clase-cla-cla200-cgi-sport-2017-compra-de-autos-164220;https://images.kavak.services/images/164220/EXTERIOR-frontSidePilotNear-1644600211875.jpeg?d=540x310
Ford Escape 2017 #164214 ; 93195 KM ; Precio: $313999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '8.3', 'Stock ID': '164214 '};Online Querétaro;Querétaro;https://www.kavak.com/mx/ford-escape-trend-advance-2017-compra-de-autos-164214;https://images.kavak.services/images/164214/EXTERIOR-frontSidePilotNear-1643137314373.jpeg?d=540x310
Mazda CX-5 2016 #164213 ; 92964 KM ; Precio: $315999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '5.9', 'Stock ID': '164213 '};Kavak Artz Pedregal;Ciudad de México;https://www.kavak.com/mx/mazda-cx-5-i-grand-touring-2016-compra-de-autos-164213;https://images.kavak.services/images/164213/EXTERIOR-frontSidePilotNear-16445114876574.jpg?d=540x310
Infiniti Q50 2017 #164210 ; 77376 KM ; Precio: $467999;{' Tracción': '4x2', 'Transmisión': 'Automática', 'Consumo de Gasolina': '8.1', 'Stock ID': '164210 '};Online CDMX;Ciudad de México;https://www.kavak.com/mx/infiniti-q50-400-sport-2017-compra-de-autos-164210;https://images.kavak.services/images/164210/EXTERIOR-frontSidePilotNear-1643394532636.jpeg?d=540x310
Ford Explorer 2017 #164206 ; 78640 KM ; Precio: $560999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '9.6', 'Stock ID': '164206 '};Online Puebla;Puebla;https://www.kavak.com/mx/ford-explorer-sport-2017-compra-de-autos-164206;https://images.kavak.services/images/164206/EXTERIOR-frontSidePilotNear-1643328597711.jpeg?d=540x310
Nissan Sentra 2016 #164203 ; 79700 KM ; Precio: $197999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '5.2', 'Stock ID': '164203 '};Online Guadalajara;Guadalajara;https://www.kavak.com/mx/nissan-sentra-advance-2016-compra-de-autos-164203;https://images.kavak.services/images/164203/EXTERIOR-frontSidePilotNear-1646951058673.jpeg?d=540x310
Volkswagen Jetta Clasico A4 2015 #182088 ; 92800 KM ; Precio: $183999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '182088 '};Kavak Midtown Guadalajara;Guadalajara;https://www.kavak.com/mx/volkswagen-jetta-clasico-a4-cl-2015-compra-de-autos-182088;https://images.kavak.services/images/182088/EXTERIOR-frontSidePilotNear-1651093972366.jpeg?d=540x310
Cadillac XT5 2017 #164201 ; 90500 KM ; Precio: $527999;{' Transmisión': 'Automática', 'Tracción': '4x4', 'Consumo de Gasolina': '9.1', 'Stock ID': '164201 '};Kavak Cosmopol;Ciudad de México;https://www.kavak.com/mx/cadillac-xt5-platinum-2017-compra-de-autos-164201;https://images.kavak.services/images/164201/EXTERIOR-frontSidePilotNear-16431797484000.jpg?d=540x310
Honda Hr-V 2017 #164200 ; 68069 KM ; Precio: $314999;{' Tracción': '4x2', 'Transmisión': 'Manual', 'Stock ID': '164200 '};Kavak Puerta la Victoria;Querétaro;https://www.kavak.com/mx/honda-hr-v-uniq-2017-compra-de-autos-164200;https://images.kavak.services/images/164200/EXTERIOR-frontSidePilotNear-1643385325784.jpeg?d=540x310
Chevrolet Aveo 2019 #164193 ; 61013 KM ; Precio: $225999;{' Transmisión': 'Manual', 'Tracción': '4x2', 'Consumo de Gasolina': '5.1', 'Stock ID': '164193 '};Kavak Patio Tlalpan;Ciudad de México;https://www.kavak.com/mx/chevrolet-aveo-ltz-2019-compra-de-autos-164193;https://images.kavak.services/images/164193/EXTERIOR-frontSidePilotNear-16434102839202.jpg?d=540x310
Honda CR-V 2015 #164190 ; 110190 KM ; Precio: $303999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '10.5', 'Stock ID': '164190 '};Online Puebla;Puebla;https://www.kavak.com/mx/honda-cr-v-i-style-2015-compra-de-autos-164190;https://images.kavak.services/images/164190/EXTERIOR-frontSidePilotNear-1643903593002.jpeg?d=540x310
Nissan X Trail 2017 #164189 ; 75600 KM ; Precio: $323999;{' Transmisión': 'Automática', 'Tracción': '4x2', 'Consumo de Gasolina': '7.1', 'Stock ID': '164189 '};Kavak Patio Santa Fe;Ciudad de México;https://www.kavak.com/mx/nissan-x-trail-advance-2017-compra-de-autos-164189;https://images.kavak.services/images/164189/EXTERIOR-frontSidePilotNear-16431079444226.jpg?d=540x310
